Resultados weak scaling (p = 2)
p,frac,n_train,n_test,k,acc,T_total,T_comp,T_comm,workload,time_per_pair
2,0.50,718,180,3,0.9667,0.084751,0.082621,0.004788,129240,6.557645e-07
