Resultados weak scaling (p = 8)
p,frac,n_train,n_test,k,acc,T_total,T_comp,T_comm,workload,time_per_pair
8,1.00,1437,360,3,0.9861,0.289846,0.176342,0.135130,517320,5.602838e-07
