Resultados weak scaling (p = 4)
p,frac,n_train,n_test,k,acc,T_total,T_comp,T_comm,workload,time_per_pair
4,1.00,1437,360,3,0.9861,0.182133,0.171545,0.020803,517320,3.520703e-07
